id	display	zdb
AK00040740	LETTER-Schriften	1480625-3
AK00040886	Druck der Presse Oda Weitbrecht	3209478-4
AK00040905	Für jeden neuen Tag : Gedanken, Geschichten, Gebete : [Textsammlung (Anthologie u.a.m.)]	142961-9
AK00040906	Für jeden freien Tag : biblische Texte, Gebete und Betrachtungen : [Textsammlung (Anthologie u.a.m.)]	133483-9
AK00040985	Jung-Stilling-Studien	2267277-1
AK00041169	[Schriftenreihe / Verein August Macke Haus e.V., Bonn] Schriftenreihe des Vereins August-Macke-Haus e.V	2240667-0
AK00041181	Savod Progress : [Pressendruck]	2285200-1
AK00041291	Schellingiana	1315599-4
AK00041386	Kunst der Gegenwart aus Niedersachsen	1206845-7
AK00041401	Amaliens Erholungsstunden : Teutschlands Töchtern geweiht	1011359-9
AK00041477	[Moderna språk / Monographs / Literature] Moderna språk	191917-9
AK00041538	Religionsgeschichtliche Versuche und Vorarbeiten	504098-x
AK00041556	Forschungen zur systematischen und ökumenischen Theologie	521645-x
AK00041578	Kleine Reihe	2390962-6
AK00041604	... Druck der Signaturpresse Leipzig	2291524-2
AK00041610	[Laurentius / Kleine historische Reihe] Kleine historische Reihe der Zeitschrift Laurentius : von Menschen, Büchern und Bibliotheken	1427445-0
AK00041693	[UFITA / Schriftenreihe] Schriftenreihe der UFITA : Archiv für Urheber-, Film-, Funk- und Theaterrecht	504615-4
AK00041697	[L' homme <Wien> / Schriften] L' homme Schriften : Reihe zur feministischen Geschichtswissenschaft	1440069-8
AK00041698	[L' homme <Köln> / Archiv] L' homme : Zeitschrift für feministische Geschichtswissenschaft	2133964-8
AK00041780	Deutsche Kulturbuchreihe	2015970-5
AK00041783	Kleine Lesering-Bibliothek	2244150-5
AK00041807	[Donauschwäbisches Archiv. 3] Donauschwäbisches Archiv, München	2389322-9
AK00041808	Donauschwäbische Kunst- und Geschichtsreihe	2288929-2
AK00041909	Journalismus : Schriftenreihe der Stiftervereinigung der Presse	528828-9
AK00041990	Edition Gegensätze : literarische Theorie	2288448-8
AK00042096	Que sais-je? : le point des connaissances actuelles	410249-6
AK00042123	Pictura et poesis : interdisziplinäre Studien zum Verhältnis von Literatur und Kunst	1221189-8
AK00042301	Jahresausstellung des Arbeitskreises selbständiger Kultur-Institute, AsKI	3018498-8
AK00042319	Schriftenreihe der Stiftung Brandenburgische Gedenkstätten	2249424-8
AK00042338	Sammlung Dieterich	987299-1
AK00042367	Garland reference library of the humanities	752029-3
AK00042587	Jahresgabe	219028-x
AK00042590	Hyperiondruck	3107697-X
AK00042629	Čtenija po istorii i teorii kul'tury	2282202-1
AK00042747	[Erbepflege in Kamenz / Sonderheft] Erbepflege in Kamenz	19142-5
AK00042755	Monographien zur deutschen Kulturgeschichte	520135-4
AK00042948	[Iberoromania / Beihefte] Beihefte zur Iberoromania	283402-9
AK00042970	Schriften der Internationalen Novalis-Gesellschaft e.V.	2036264-X
AK00042972	Die Bücher des Deutschen Hauses	988454-3
AK00043044	Anglia : journal of English philology	280-x
AK00043070	Schriftenreihe des Instituts für Deutsche Geschichte, Universität Tel Aviv	532822-6
AK00043076	Fred-Thieler-Preis für Malerei	1188006-5
AK00043082	Schriftenreihe der Stiftung Herzogtum Lauenburg	575202-4
AK00043088	Internationaler Videokunstpreis	1344808-0
AK00043089	Deutscher Videokunstpreis	1156246-8
AK00043243	[Anglia / Buchreihe] Buchreihe : Zeitschr. für engl. Philologie	505946-x
AK00043262	Übersetzerinnen und Übersetzer : Verzeichnis	1393269-x
AK00043264	[Acta Salmanticensia / Biblioteca de pensamiento y sociedad] Acta Salmanticensia	2415139-7
AK00043340	Inter-Lit	2024220-7
AK00043346	Der Übersetzer : Diskussionsbeiträge u. Informationen	506482-x
AK00043349	Ausstellungskataloge	238642-2
AK00043579	Hinweisdienst : [Bibliographie]	2247170-4
AK00043733	Berner Universitätsschriften	514609-4
AK00043749	Reihe Christ in der Welt	844481-X
AK00043761	Schriften des Deutschen Schiffahrtsmuseums	121376-3
AK00043886	Lyrische Flugblätter	3143396-0
AK00043931	The world of learning	200483-5
AK00043967	Blattwerk : Blatt	2540460-X
AK00043970	Reduccions : revista de poesia	339752-x
AK00044014	Sammlungsheft	2253459-3
AK00044108	Kleine Schriften	2252453-8
AK00044211	Biblioteca di cultura	435924-0
AK00044274	Toppenstedter Reihe : Sammlung bibliographischer Hilfsmittel zur Erforschung der konservativen Revolution und des Nationalsozialismus	2224565-0
AK00044291	Kataloge des OÖ. Landesmuseums	842481-0
AK00044312	[Schriften der Ernst-Barlach-Stiftung / B] Schriften der Ernst-Barlach-Stiftung	2218587-2
AK00044359	Basler Studien zur Philosophie	2291754-8
AK00044363	Bonner romanistische Arbeiten	547122-9
AK00044442	Bildung und Erziehung : B und E	1105-8
AK00044446	[Bildung und Erziehung <Köln> / Beiheft] Beiheft : Zweimonatsschrift für Pädagogik	283565-4
AK00044475	Bibliothek rosa Winkel	2087569-1
AK00044476	Schriftenreihe der Magnus-Hirschfeld-Gesellschaft	1069220-4
AK00044481	Deutsches Bühnenjahrbuch : das große Adreßbuch für Bühne, Film, Funk und Fernsehen	1232-4
AK00044525	Sitzungsberichte der Sächsischen Akademie der Wissenschaften zu Leipzig, Philologisch-Historische Klasse	133783-x
AK00044527	Berichte über die Verhandlungen der Sächsischen Akademie der Wissenschaften, Philologisch-Historische Klasse	212344-7
AK00044528	Berichte über die Verhandlungen der Königl.-Sächsischen Gesellschaft der Wissenschaften, Philologisch-Historische Klasse	212343-5
AK00044531	Neue Forschung : Arbeiten zur Geistesgeschichte der germanischen und romanischen Völker	521648-5
AK00044562	Neuer Theater-Almanach : theatergeschichtliches Jahr- und Adressenbuch	502265-4
AK00044656	Louiseum : Sammlungen und Veröffentlichungen der Louise-Otto-Peters-Gesellschaft e.V. Leipzig	2263615-8
AK00044691	La pensée et les hommes	1187994-4
AK00044703	Sonderreihe des Volksverbandes der Bücherfreunde	2015270-X
AK00044707	[Bibliographie der Antiquariats-, Auktions- und Kunstkataloge / Sonderband] Bibliographie der Antiquariats-, Auktions- und Kunstkataloge : [Bibliographie]	1293713-7
AK00044708	Verzeichnis der Kataloge von Buchauktionen und Privatbibliotheken aus dem deutschsprachigen Raum : [Bibliographie]	1293716-2
AK00044713	Bibliographie der Antiquariats-, Auktions- und Kunstkataloge : [Bibliographie]	130163-9
AK00044716	Pentagramm	2975639-X
AK00044888	El libro de bolsillo	1181063-4
AK00044902	Reisen & Leben : Fachzeitschrift zu aktuellen Tourismusfragen und zur Geschichte des Reisens, Reiseführer, Rezensionen	154936-4
AK00044903	Reiseleben : Mitteilungen, Berichte, Dokumentarisches zur Verkehrsgeschichte, über Reisehandbücher, Post- u. Eisenbahnkarten	153270-4
AK00044941	Rapial : Zeitschrift für Kultur und Wissenschaft des Robert-Musil-Archivs	1100564-6
AK00045117	Die Schnake : Zeitschrift für Sprachkritik, Satire, Literatur	996491-5
AK00045118	Kopfgeburten : das Themenzine zur phantastischen Literatur	1217876-7
AK00045128	Lektu:ren : das Magazin zum Buch	1427706-2
AK00045248	Nagelprobe : preisgekrönte Texte des Wettbewerbs Junges Literaturforum Hessen-Thüringen : [Textsammlung (Anthologie u.a.m.)]	229183-6
AK00045391	Kinder- und Jugendbuchverlage von A bis Z : Verlage, Programme, Ansprechpartner ; Tipps & Tricks für Autoren und Illustratoren; wichtige Anschriften und Preise	1455477-x
AK00045403	[Veröffentlichungen der Forschungsstelle Ostmitteleuropa. B] Veröffentlichungen der Forschungsstelle Ostmitteleuropa	191899-0
AK00045417	Klassiker auslegen	1442233-5
AK00045438	ConBrio-Dokument	2219417-4
AK00045661	Findbücher zu Beständen des Bundesarchivs	519251-1
AK00045694	Wiener Jahrbuch für jüdische Geschichte, Kultur & Museumswesen	1225019-3
AK00045756	Kafka-Katern : kwartaalblad van de Nederlandse Franz-Kafka-Kring	1493290-8
AK00045841	Die Liebhaber-Bibliothek	543415-4
AK00045945	Veröffentlichung des Geschichts- und Altertumsvereins für Siegburg und den Rhein-Sieg-Kreis	219032-1
AK00046061	Rhetorik-Forschungen	2234938-8
AK00046076	Sonderheft der Karl-May-Gesellschaft	593244-0
AK00046265	Das Blättchen : Zweiwochenschrift für Politik, Kunst und Wirtschaft	1423086-0
AK00046275	Ossietzky : Zweiwochenschrift für Politik, Kultur, Wirtschaft	1412209-1
AK00046390	Der Mongole wartet : Zeitschrift für Literatur und Kunst	1212027-3
AK00046438	Schriften aus der Universitätsbibliothek Leipzig	1401884-6
AK00046526	Berichte und Studien	1340251-1
AK00046594	Compass : Mainzer Hefte für allgemeine und vergleichende Literaturwissenschaft ; eine Zeitschrift der Universität Mainz	1400361-2
AK00046645	"Collection ""In Octavo"""	3131967-1
AK00046722	Rororo : Taschenbücher	48948-7
AK00046741	Der Nerv : eine Zeitschrift für Kultur	1430506-9
AK00046755	Faultline : interdisciplinary approaches to German studies	1165758-3
AK00046766	Herbstschrift : eine Nomadologie der Neunziger	1169251-0
AK00046777	Solande : Zeitschrift für neue Poesie	1493566-1
AK00046788	Zeilenspiegel : Informationen aus dem Literaturbereich	1493659-8
AK00046948	[Publizistik / Sonderheft] Publizistik : Vierteljahreshefte für Kommunikationsforschung ; Zeitschr. für d. Wissenschaft von Presse, Rundfunk, Film, Rhetorik, Öffentlichkeitsarbeit, Werbung u. Meinungsbildung	1380108-9
AK00046963	Dichter-Biographien	530997-9
AK00046973	Zeitung für den deutschen Adel	276472-6
AK00047051	Revue des deux mondes : R2M	205313-5
AK00047074	Wohnzimmer : Zeitschrift für unbrauchbare Texte und Bilder	1496059-x
AK00047118	Women in German literature	1490943-1
AK00047141	Neerlandica Wratislaviensia	349356-8
AK00047161	Zeszyty naukowe	6171-2
AK00047242	Rheinland-pfälzisches Jahrbuch für Literatur	919076-4
AK00047316	ALG-Umschau	1473602-0
AK00047344	Nachrichten für Dokumentation : nfd ; Zeitschrift für Informationswissenschaft und -praxis ; Mitteilungsblatt des Normenausschusses Bibliotheks- und Dokumentationswesen im DIN, Deutsches Institut für Normung e.V., des VDD - Berufsverband Information, Dokumentation, Kommunikation e.V. und der Arbeitsgemeinschaft der Spezialbibliotheken (ASpB)	206965-9
AK00047345	Die Dokumentation : zwanglose Mitteilungen ; Organ d. Deutschen Gesellschaft für Dokumentation ; zugl. Mitteilungsblatt d. Fachnormenausschusses für Bibliotheks-, Buch- und Zeitschriftenwesen	503648-3
AK00047346	Dokumentation und Arbeitstechnik : zwanglose Mitteilungen d. Fachnormenausschusses für Bibliotheks-, Buch- und Zeitschriftenwesen u. d. Deutschen Gesellschaft für Dokumentation	503640-9
AK00047347	Nfd : Information - Wissenschaft und Praxis ; Mitteilungsblatt des Normenausschusses Bibliotheks- und Dokumentationswesen im DIN, Deutsches Institut für Normung e.V. und der Arbeitsgemeinschaft der Spezialbibliotheken (ASpB)	1399316-1
AK00047469	Gli Adelphi	2364258-0
AK00047478	"Collana ""Schulim Vogelmann"""	2242058-7
AK00047497	Herrlinger Drucke	2191303-1
AK00047564	Grauzone : Zeitschrift über neue Literatur	1235832-0
AK00047618	Beiträge zu Friedrich Nietzsche : Quellen, Studien und Texte zu Leben, Werk und Wirkung Friedrich Nietzsches	2195439-2
AK00047631	Herder-Studien	1302773-6
AK00047634	Wagenbachs Quartplatte	2294757-7
AK00047750	Hörzeit : Radio- und Audiobuchjournal	1493416-4
AK00047820	Rundbrief deutscher Austauschstudenten in den U.S.A.	2007980-1
AK00047824	Heimatrundbrief deutscher Austauschstudenten in den USA : der Jahrgänge ...	2009562-4
AK00048019	Neujahrsblatt der Allgemeinen Musikgesellschaft in Zürich : auf das Jahr ...	564696-0
AK00048020	Neujahrstück der Allgemeinen Musik-Gesellschaft in Zürich	564695-9
AK00048021	Neujahrsgeschenk an die zürcherische Jugend von der Allgemeinen Musikgesellschaft in Zürich	564694-7
AK00048023	Annales de l'Institut de Philosophie et de Sciences Morales	785094-3
AK00048233	Kürbis	2388781-3
AK00048377	Ergebnisse der Frauenforschung	253428-9
AK00048428	Bibliographie der deutschen Sprach- und Literaturwissenschaft : an international bibliography of German literature and literary studies : [Bibliographie]	1339122-7
AK00048484	Schücking-Jahrbuch	1453464-2
AK00048501	Staackmanns Roman-Bibliothek	1194629-5
AK00048515	[Archiv für Sozialgeschichte / Beiheft] Beiheft	189498-5
AK00048585	[Geschichte und Gesellschaft / Sonderheft] Sonderheft : Zeitschrift für historische Sozialwissenschaft	194480-0
AK00048620	[Archivum <München> / Fascicule bibliographique] Archivum : revue internat. des archives	614632-6
AK00048640	National union catalog of manuscript collections : catalog ...	5332-6
AK00048650	Archivmitteilungen : AM ; Zeitschrift für Archivwesen, archivalische Quellenkunde und historische Hilfswissenschaften	551632-8
AK00048676	Neue Museumskunde : Theorie und Praxis der Museumsarbeit	511494-9
AK00048682	Archive und Archivare in der Bundesrepublik Deutschland, Österreich und der Schweiz	344845-9
AK00048683	Verzeichnis der Archivare an Archiven in der Bundesrepublik Deutschland mit Land Berlin, in der Deutschen Demokratischen Republik, der Republik Österreich und der Schweizerischen Eidgenossenschaft	526393-1
AK00048684	Verzeichnis der Archivare an deutschen und österreichischen Archiven	510463-4
AK00048685	Verzeichnis der Archivare	202211-4
AK00048686	Archive in Deutschland, Österreich und der Schweiz : Adressenverzeichnis	1239238-8
AK00048691	[Neue Museumskunde / Beilage] Neue Museumskunde : Theorie und Praxis der Museumsarbeit	511495-0
AK00048696	Kunstadressbuch für die Bundesrepublik Deutschland	560323-7
AK00048704	International directory of arts	3283-9
AK00048705	Deutsches Kunst-Adressbuch	214678-2
AK00048740	Papilio curiosus : Zeitschrift für Kultur und Sprache	1168505-0
AK00048741	Der Schmetterling : Zeitschrift für schöne Bücher, Spiele und Geschenke	1168501-3
AK00048768	Werkbrief für die Landjugend	533465-2
AK00048775	La lettre	1364887-1
AK00048789	Jahrbuch der Österreich-Bibliothek in St. Petersburg : [Bibliographie enthalten]	1386724-6
AK00048799	Exilograph : Newsletter der Walter A. Berendson-Forschungsstelle für Deutsche Exilliteratur	1456581-x
AK00048806	Benjamin bulletin : [Bibliographie enthalten]	1389561-8
AK00048810	Pandaemonium Germanicum : revista de estudos germânicos	1467339-3
AK00048821	Internationale Bibliographie der Antiquariats-, Auktions- und Kunst-Kataloge : IBAK : [Bibliographie]	123042-6
AK00048823	Palmbaum. Literatur-Kalender / Thüringische Literaturhistorische Gesellschaft Palmbaum e.V. : Daten, Fakten, Hintergründe zur Geschichte und Gegenwart der Literatur in Thüringen	1221915-0
AK00048907	Die europäischen Privatbibliotheken und Buchauktionen : ein Verzeichnis ihrer Kataloge	1361262-1
AK00048930	Schriftenreihe des Arbeitskreises für Vergleichende Mythologie e.V.	2027801-9
AK00048939	[Internationale Bibliographie der Antiquariats-, Auktions- und Kunstkataloge / Sonderband] Internationale Bibliographie der Antiquariats-, Auktions- und Kunstkataloge : IBAK : [Bibliographie]	1361079-x
AK00048942	[Internationale Bibliographie der Antiquariats-, Auktions- und Kunst-Kataloge / Nachtragsband] Internationale Bibliographie der Antiquariats-, Auktions- und Kunst-Kataloge : IBAK : [Bibliographie]	148659-7
AK00049107	Eislinger Edition	2217337-7
AK00049118	Veröffentlichungen des Beethoven-Hauses : Ausstellungskataloge	2219268-2
AK00049122	Poznańska biblioteka niemiecka	2225173-X
AK00049172	Thüringen-Bibliographie : [Bibliographie]	204362-2
AK00049244	Sonderbibliographien der Deutschen Bücherei	512186-3
AK00049258	Gossenheft	2292094-8
AK00049276	Proceedings : [Konferenzschrift]	1174246-x
AK00049286	Nachrichten	1374884-1
AK00049310	Pfälzische Bibliographie : mit Nachträgen aus früheren Berichtsjahren : [Bibliographie]	206123-5
AK00049311	Rheinland-Pfälzische Bibliographie : mit Nachträgen ab 1991 : [Bibliographie]	1146551-7
AK00049312	Mittelrhein-Moselland-Bibliographie : Schrifttum über d. Regierungsbezirke Koblenz u. Trier	134220-4
AK00049320	Trumah : Zeitschrift der Hochschule für Jüdische Studien Heidelberg	641321-3
AK00049366	Mitteldeutsches Jahrbuch für Kultur und Geschichte : herausgegeben für die Stiftung Mitteldeutscher Kulturrat ...	1216966-3
AK00049386	Etudes littéraires françaises : Elf	556873-0
AK00049391	Liber : internationales Jahrbuch für Literatur und Kultur	1432792-2
AK00049393	London German studies	602318-6
AK00049401	Magazin junger Autoren : MajA ; Magazin des Vereins MajA - Junge Literatur e.V.	1455384-3
AK00049421	Studia theodisca	1414306-9
AK00049432	Variations : Zürcher Zeitschrift für Literatur- und Kulturwissenschaften =  : Revue d'études littéraires et culturelles (Zurich) : Zurich journal of literary and cultural studies	1493408-5
AK00049450	Jüdischer Almanach ... des Leo-Baeck-Instituts	1133834-9
AK00049451	Almanach	1111539-7
AK00049516	Gegenworte : Hefte für den Disput über Wissen	1428442-x
AK00049519	"Jahrbuch des Vereins ""Gegen Vergessen - Für Demokratie"""	1362624-3
AK00049650	Bibliographie courante de la littérature luxembourgeoise : (... année) et compléments des années précédents : [Bibliographie]	1020162-2
AK00049658	Blätter der Gesellschaft für Buchkultur und Geschichte	1377821-3
AK00049659	Jahrbuch der Landesmedienanstalten : privater Rundfunk in Deutschland	1222200-8
AK00049669	Anachronia : esprit contre temps, spirit against time, Geist gegen Zeit	1324133-3
AK00049679	[Art <Hamburg> / Vorschau] Vorschau : alle wichtigen Ausstellungen, Messen, Biennalen und Sommerakademien	1485302-4
AK00049683	Kulturelemente : Zeitschrift für aktuelle Fragen	1398659-4
AK00049737	Jahresbericht	1396001-5
AK00049753	Anschriften der Fachbuchverleger	526821-7
AK00049756	Anschriften der Verlage deutschsprachiger Schriften	1472907-6
AK00049758	Deutschsprachige Verlage : Deutschland, Österreich, Schweiz ; sowie Anschriften weiterer ausländischer Verlage mit deutschen Auslieferungen	1077137-2
